bedrooms,square_footage,bathrooms,location,age_of_house,garage_size,lot_size,distance_to_school,house_price
5,2692.7,4.0,Suburban,12.1,1,13778.1,2.94,603828.96
5,2889.1,3.5,Downtown,22.9,1,14663.8,6.52,831346.19
3,2524.0,3.0,Downtown,40.8,0,7732.7,2.57,632990.64
3,2421.4,2.5,Urban,30.7,2,6958.6,3.25,566583.32
3,2208.8,2.0,Urban,3.2,3,5885.2,3.93,517426.41
3,1600.4,2.5,Rural,36.7,2,12339.7,5.72,249015.25
4,2376.3,2.5,Downtown,29.0,2,4575.6,5.78,626824.83
3,2011.1,1.5,Rural,31.2,2,8182.4,2.4,290702.75
4,2361.3,3.0,Suburban,17.7,2,5830.8,0.94,501296.34
5,4014.1,4.5,Suburban,27.8,2,13259.8,7.83,786368.66
3,1357.1,2.5,Downtown,18.6,2,4957.4,5.5,409913.04
3,1860.5,2.0,Rural,4.1,2,10610.8,3.48,319464.3
2,1240.5,1.5,Rural,42.2,2,9242.5,1.0,189568.29
2,975.2,1.5,Rural,33.9,3,5597.2,1.49,159535.47
3,1873.2,2.5,Downtown,33.5,2,4566.9,4.52,525335.2
2,1600.6,1.5,Urban,9.7,2,12253.0,5.1,427034.68
4,2684.8,3.0,Suburban,33.2,0,8147.0,4.09,540513.19
2,1827.1,2.0,Downtown,11.6,2,9560.5,5.88,492633.24
3,2731.3,2.5,Suburban,34.4,2,14469.2,8.23,539810.26
3,2095.7,2.5,Urban,16.7,2,6572.2,6.93,520017.38
3,2411.6,2.5,Urban,7.9,2,12399.9,8.74,581495.8
3,2183.0,2.5,Urban,45.3,2,9942.7,6.35,488912.22
4,1642.3,3.5,Suburban,5.2,2,9309.5,1.5,414062.7
3,1863.6,2.0,Suburban,38.1,3,1763.9,1.92,340665.73
3,1952.9,2.0,Urban,5.1,2,13773.0,4.21,514681.77
2,1701.5,1.0,Urban,34.2,2,4200.4,3.2,401744.18
3,2251.4,2.5,Downtown,5.5,2,7624.6,6.7,639984.45
4,2202.7,3.5,Urban,25.4,1,11528.2,6.45,563113.4
3,2450.3,1.5,Suburban,9.4,0,8312.5,4.89,458151.64
4,3335.5,3.0,Suburban,43.3,0,1060.7,6.61,556111.83
3,2354.6,3.0,Downtown,20.1,2,14286.5,9.16,662318.67
2,1827.3,1.5,Suburban,0.8,2,1286.8,5.17,360002.33
1,758.3,1.0,Downtown,31.4,2,2258.8,3.8,180430.95
3,2463.3,2.5,Rural,22.3,2,4137.9,5.02,321721.01
3,2124.0,1.5,Suburban,43.0,1,9385.4,1.88,385901.8
4,2812.4,3.0,Rural,21.7,2,14595.9,1.43,444686.31
3,2285.1,3.0,Downtown,20.6,0,13917.2,4.4,667263.4
3,2032.4,2.0,Urban,22.7,2,10118.7,9.27,456262.16
3,1621.0,2.5,Rural,43.0,2,11383.6,8.7,241606.21
3,1805.2,2.5,Suburban,29.3,2,10966.4,6.94,361889.74
2,1815.7,1.0,Downtown,33.5,1,10617.3,7.33,431896.8
2,1228.6,1.5,Suburban,36.0,0,12373.5,8.68,229391.63
2,1720.6,1.5,Suburban,46.9,2,5758.5,9.2,274803.35
2,1655.7,1.0,Suburban,41.9,1,4095.7,6.76,265403.82
2,1384.9,1.5,Rural,46.4,1,5867.1,4.17,161415.97
1,1332.4,1.0,Urban,17.2,2,1680.5,1.9,283340.57
3,2020.3,2.0,Suburban,10.7,2,14538.5,0.57,453293.43
3,2666.2,2.0,Downtown,10.2,2,11353.1,6.66,736842.53
5,3559.8,4.0,Downtown,42.9,2,3988.1,4.28,923387.37
2,1462.1,1.5,Suburban,41.5,2,4581.1,1.26,262338.71
3,1830.8,2.0,Suburban,32.5,2,14896.5,3.15,379798.16
3,2292.3,2.0,Suburban,3.1,1,11753.5,4.95,491983.68
1,1042.8,1.0,Downtown,15.9,2,6959.2,7.94,283959.31
4,2489.5,3.0,Rural,36.7,2,3893.1,3.49,335979.71
1,911.5,1.0,Suburban,12.4,2,1566.0,6.73,136332.56
5,2766.6,4.0,Downtown,31.2,2,10370.4,0.91,833564.02
4,2868.3,3.0,Urban,27.1,2,11919.7,9.64,649786.62
3,2313.7,2.5,Downtown,13.1,2,2508.4,9.73,604189.27
3,1847.0,2.5,Urban,46.7,1,1033.5,5.52,355955.15
3,2525.8,2.0,Urban,12.8,2,6004.0,6.75,572444.9
3,1603.1,2.0,Rural,44.7,2,10344.3,7.76,236257.17
3,2177.1,2.0,Suburban,27.0,1,13933.1,9.72,430434.17
1,890.2,1.0,Downtown,4.6,0,13313.5,5.67,280781.22
2,1324.2,1.5,Downtown,41.7,2,10639.4,7.68,348131.85
3,2326.2,2.0,Downtown,39.6,1,12396.7,2.33,598370.8
3,1797.5,2.5,Urban,41.5,0,5982.1,1.96,390702.76
4,2543.8,3.0,Urban,31.9,1,4431.5,7.27,561635.93
2,1556.7,1.5,Rural,35.6,1,2739.0,9.28,186131.98
4,2386.9,3.0,Suburban,45.4,1,3542.8,5.89,424466.49
2,1468.5,1.5,Urban,6.4,1,14481.0,5.58,373811.01
3,2403.8,2.0,Downtown,4.2,2,14019.4,5.93,681778.72
3,1876.3,2.5,Rural,6.3,2,1656.9,8.86,299224.04
3,1809.2,3.0,Downtown,43.5,0,7579.2,8.1,468423.81
2,1828.4,1.0,Urban,28.1,2,6226.7,8.12,414870.81
3,1556.3,2.5,Suburban,8.8,0,10125.0,1.51,354398.53
4,1790.2,2.5,Downtown,7.1,2,5597.6,7.72,549085.67
3,2147.5,2.0,Urban,22.3,1,4928.5,7.8,452450.96
3,1800.5,2.0,Rural,40.8,1,12328.4,1.76,289823.4
4,2674.6,3.0,Urban,40.3,3,14259.6,4.98,623705.89
4,2747.9,3.0,Suburban,42.6,3,3839.1,1.43,528318.43
3,2112.0,2.0,Suburban,38.4,2,4294.1,4.27,381388.67
3,1842.4,1.5,Downtown,3.1,1,6867.6,6.59,534102.13
4,3119.7,3.5,Urban,36.0,2,10888.2,2.57,728196.6
3,1658.2,2.5,Downtown,25.9,3,3338.9,1.76,484768.45
2,1703.0,1.5,Rural,36.3,1,7551.1,6.56,192401.57
3,2411.4,2.0,Suburban,24.2,0,12771.9,8.35,418517.06
4,2477.9,3.0,Suburban,24.2,2,4276.9,1.97,494797.78
1,704.9,1.0,Urban,6.3,2,1667.3,9.09,179835.58
6,4412.8,4.5,Urban,45.3,0,13695.6,7.5,986781.88
2,1421.1,2.0,Suburban,18.7,2,12025.4,6.94,306520.83
4,2579.1,3.5,Suburban,29.1,2,10783.3,1.65,539453.45
3,2340.4,1.5,Downtown,10.4,1,2222.6,9.33,575421.55
3,2046.5,2.0,Suburban,18.4,0,13590.7,5.0,418876.95
4,2156.2,3.5,Downtown,43.5,3,5273.7,5.59,587714.4
3,2570.1,2.0,Urban,10.5,2,3960.9,5.37,580093.32
3,2052.9,2.5,Downtown,10.3,1,7825.0,5.55,564800.1
1,839.2,1.5,Rural,13.0,1,13919.2,8.32,165296.67
1,768.4,1.0,Urban,28.7,2,14923.8,1.44,212455.24
2,1866.9,2.0,Rural,26.0,2,9597.5,5.1,269459.14
3,2706.3,2.0,Downtown,8.8,1,14377.1,6.33,754657.39
2,1061.4,1.5,Urban,34.6,1,7346.7,1.62,231395.36
2,1456.6,1.0,Rural,45.4,0,1415.3,6.02,140729.88
3,2129.4,2.0,Downtown,9.9,3,4859.1,5.34,630236.06
3,2002.9,2.0,Rural,33.6,2,5225.6,2.62,296438.67
4,3303.7,3.0,Suburban,29.3,2,11957.9,2.95,644375.79
2,1599.2,1.5,Downtown,16.4,1,2739.4,1.32,425189.43
2,1440.7,1.5,Suburban,30.9,1,3448.7,7.2,217468.47
5,4155.3,4.0,Downtown,10.5,2,9599.8,1.91,1153364.33
3,1455.2,2.0,Rural,41.7,2,2828.6,8.0,223454.79
4,2174.9,3.0,Suburban,1.1,2,7937.2,8.95,459736.3
4,2403.1,3.0,Suburban,28.4,0,1490.9,2.79,466803.75
4,3341.6,3.0,Suburban,15.9,2,10364.3,2.97,647903.52
2,1305.5,2.0,Urban,44.1,2,13717.2,1.67,338017.59
4,2401.7,3.5,Suburban,25.0,0,13248.6,5.64,472103.36
4,3499.8,3.5,Urban,40.1,2,2030.7,9.66,737678.43
3,2041.6,2.5,Downtown,46.2,2,9274.1,2.82,551133.94
3,1643.5,1.5,Urban,16.7,1,2453.8,2.02,371608.45
3,2008.1,2.0,Rural,44.0,2,1749.3,6.26,243425.93
2,1648.8,1.0,Downtown,36.3,0,9545.4,8.64,382193.07
3,1720.6,2.5,Downtown,5.4,2,9014.4,8.77,516062.87
3,3122.7,1.5,Suburban,5.2,2,2313.7,3.78,577180.51
3,2349.8,2.5,Downtown,40.9,2,6038.0,7.97,592444.97
3,1818.2,2.5,Downtown,23.4,2,5433.1,6.13,498306.11
3,1825.2,1.5,Downtown,24.8,1,5794.5,7.46,478019.91
3,1619.9,2.0,Suburban,44.6,3,5664.7,6.93,298481.41
5,3214.0,4.0,Downtown,45.2,3,12545.2,1.71,927155.8
2,2621.1,2.0,Suburban,5.6,0,5950.5,3.9,475337.6
3,2518.6,2.0,Suburban,18.7,2,5626.1,7.75,434472.21
2,1505.0,1.0,Urban,44.8,1,1414.6,7.72,270318.58
3,2139.5,1.5,Rural,41.0,1,12065.7,1.66,298867.05
4,3395.3,3.5,Suburban,36.1,2,10238.3,4.89,651063.88
5,3947.9,4.0,Suburban,5.1,0,5780.1,8.76,742281.23
3,2731.4,3.0,Suburban,31.1,0,7325.8,8.02,488683.74
5,3990.5,3.5,Suburban,29.1,2,12117.0,6.02,760678.53
2,1024.5,1.5,Rural,8.4,2,5819.1,2.46,220903.23
3,1690.5,2.5,Urban,38.7,3,7627.2,3.58,425667.41
2,1395.8,2.0,Downtown,15.6,2,1277.0,6.71,345823.89
4,2115.4,3.0,Rural,31.0,3,13856.4,7.92,321077.75
3,2170.7,2.5,Urban,18.1,2,6197.4,6.33,516162.85
3,1903.5,2.5,Downtown,4.2,1,5150.1,4.26,538720.88
4,3648.0,2.5,Urban,26.2,2,9527.7,5.98,820234.11
2,1982.1,1.5,Suburban,15.3,2,8373.8,0.54,396830.63
1,747.8,1.0,Suburban,3.6,1,6612.9,7.49,165015.18
4,3699.1,3.5,Suburban,9.9,1,13912.9,8.52,703007.13
3,2372.0,2.0,Downtown,30.9,2,6081.8,0.94,630923.29
2,1573.7,2.0,Urban,5.1,2,14977.2,4.29,442997.21
3,1414.7,2.0,Urban,4.4,2,12047.8,8.56,385332.77
3,2059.2,2.5,Downtown,47.2,3,13646.6,6.17,563778.58
1,869.4,1.0,Downtown,5.4,0,4958.6,5.09,256423.34
3,2191.6,2.5,Suburban,18.8,2,1983.3,1.33,431271.53
1,1010.1,1.0,Urban,6.7,3,6868.8,7.5,254995.14
3,2177.6,2.5,Downtown,47.0,1,5387.4,7.05,518360.43
4,3027.0,3.5,Urban,24.1,1,1849.4,6.1,664308.75
6,3242.2,4.5,Rural,5.6,1,2000.8,1.07,502468.31
3,2033.7,3.0,Suburban,38.4,0,3439.8,6.61,336128.38
2,1452.5,1.5,Downtown,39.0,2,6289.1,0.99,378894.84
5,3315.4,3.5,Suburban,45.1,2,14093.4,8.31,607679.2
3,2220.8,2.5,Downtown,35.3,2,10208.8,8.76,590192.35
2,1211.6,1.0,Suburban,2.7,0,6577.8,5.54,260832.65
5,3186.8,4.0,Urban,27.5,1,12191.6,8.56,736850.85
4,2690.0,2.5,Downtown,19.2,2,8958.9,4.31,742674.3
4,2652.7,3.5,Suburban,37.4,2,6844.3,3.26,513233.36
4,3256.0,4.0,Suburban,29.5,0,3021.2,5.1,571701.12
2,1406.4,1.0,Rural,36.3,0,13978.6,5.81,186605.29
2,1466.5,1.5,Downtown,9.0,2,9734.4,7.78,409928.38
3,1901.3,2.0,Urban,21.9,0,7149.6,6.22,409719.16
2,1833.5,1.0,Suburban,21.6,2,7136.0,8.63,329688.84
3,2025.3,2.0,Urban,49.0,0,11710.5,9.39,426328.89
4,2875.8,3.5,Rural,1.0,1,3512.3,5.46,419569.61
4,3813.1,3.5,Downtown,40.8,1,6845.6,7.32,961142.29
3,1995.6,2.5,Suburban,4.9,2,1882.2,5.07,410311.34
4,3363.0,2.5,Urban,4.0,2,2118.9,9.11,767695.31
4,3165.4,3.0,Rural,16.4,0,8368.1,0.79,451555.68
3,2530.2,1.5,Downtown,35.0,0,6331.3,7.33,572466.88
2,1712.1,1.0,Suburban,33.9,2,11073.2,5.22,315094.41
3,2006.5,2.0,Downtown,31.4,1,14814.2,1.08,606892.42
3,1734.6,2.5,Urban,38.7,0,13032.0,7.58,388837.18
2,1451.3,1.5,Rural,11.6,1,7186.6,4.23,230371.34
3,1956.4,2.5,Suburban,31.7,1,6290.0,5.51,352156.61
2,2004.8,1.0,Downtown,31.9,2,9191.0,7.27,488780.07
3,1876.7,2.0,Downtown,32.7,2,2283.1,2.89,476219.13
5,2722.1,3.0,Suburban,29.7,1,14827.2,3.24,547713.33
2,1646.4,2.0,Rural,11.1,1,14733.9,3.89,282533.55
4,2848.4,4.0,Urban,45.7,1,13921.4,7.6,685581.47
3,2207.9,2.5,Urban,48.8,1,10270.8,9.83,482951.97
2,1620.3,2.0,Suburban,34.5,3,8043.7,3.95,322503.37
5,3294.3,3.5,Rural,22.2,1,10893.7,6.3,461287.24
3,1547.2,1.5,Urban,26.9,0,5401.5,3.58,341842.39
3,1640.7,2.0,Suburban,5.4,2,12931.2,8.83,378834.1
4,3409.9,3.0,Urban,18.2,2,2884.6,9.39,738776.12
3,1948.0,2.0,Suburban,48.8,2,12248.7,2.3,398533.31
3,2379.2,2.0,Urban,27.4,3,13144.7,6.71,565491.29
1,725.4,1.0,Rural,28.0,1,3382.3,9.11,75000.0
4,2327.0,2.5,Downtown,47.7,1,7700.0,5.01,609417.71
3,1901.6,3.0,Urban,44.3,1,13483.1,3.69,476534.34
3,1958.4,1.5,Suburban,28.4,2,14430.1,9.1,409867.93
2,1432.2,2.0,Rural,13.4,2,12359.1,2.95,253772.19
3,2074.5,2.0,Downtown,5.8,2,14172.8,2.47,627807.13
4,3032.2,3.0,Urban,43.2,1,14118.0,8.87,638506.55
3,1624.1,2.5,Downtown,46.0,1,14716.1,6.52,436301.54
3,2098.0,2.5,Downtown,24.7,2,6787.6,2.26,576546.35
3,1704.6,2.0,Suburban,4.7,2,5017.2,6.61,373991.58
4,2430.0,3.0,Suburban,30.3,2,9861.2,8.82,498011.65
3,2188.0,2.5,Rural,18.4,1,3643.9,1.35,308411.03
4,2679.9,3.0,Downtown,7.9,3,8798.2,2.94,804256.12
4,3140.1,2.5,Downtown,46.0,0,9110.0,6.24,742920.47
3,2798.1,3.0,Downtown,12.0,2,12290.1,1.59,822952.42
2,1819.9,1.0,Suburban,35.6,2,6065.1,9.1,298709.79
3,1723.6,2.0,Downtown,21.5,2,9425.6,6.13,507782.5
4,2188.2,2.5,Rural,41.4,1,13645.8,6.06,332025.33
2,1729.6,1.5,Suburban,35.0,2,6904.5,1.03,329050.6
3,2241.4,2.5,Urban,6.2,0,9004.1,4.5,516937.97
4,2459.2,2.5,Urban,22.5,2,12023.3,2.35,602486.55
3,1769.8,3.0,Urban,13.0,0,4495.0,8.18,431324.83
3,1912.9,2.5,Rural,35.7,1,2447.2,3.69,266540.42
2,1617.4,1.5,Rural,27.2,3,10545.2,4.33,231565.93
2,1489.5,1.0,Downtown,17.0,3,6186.7,6.59,412683.07
4,3092.8,3.0,Rural,16.5,1,6342.5,7.32,418322.88
2,1923.0,2.0,Suburban,5.7,1,14021.3,8.0,378291.35
3,1729.4,2.5,Suburban,10.7,1,6710.2,2.16,358362.41
4,3005.6,3.0,Suburban,35.7,2,14351.5,2.99,593530.15
3,2158.9,2.0,Suburban,30.5,2,2489.2,1.38,378516.01
5,2730.0,3.0,Suburban,17.8,1,5801.7,8.64,540800.82
5,3059.4,3.0,Urban,41.8,1,10701.2,3.5,687884.11
3,2410.6,2.5,Downtown,24.2,1,2764.0,1.7,618858.58
1,751.3,1.0,Downtown,39.7,1,6418.6,3.46,182868.87
4,3211.3,3.5,Rural,39.1,3,12924.4,1.04,508427.39
3,2331.0,2.0,Suburban,42.4,0,11664.7,8.45,416869.97
2,1396.6,1.5,Suburban,42.5,2,4949.5,3.23,243647.39
4,3213.2,3.5,Rural,34.0,2,5990.3,3.83,437216.31
1,721.0,1.0,Rural,37.5,2,8071.2,9.43,75345.94
4,2313.1,3.5,Downtown,38.8,1,11238.0,2.3,646241.82
2,2026.3,1.5,Suburban,8.5,2,3126.3,2.44,379091.89
2,1384.1,1.0,Rural,15.0,3,8387.1,5.82,233712.75
2,1506.2,1.5,Downtown,5.2,0,2027.1,9.74,364840.42
5,2594.0,3.5,Suburban,9.5,3,6569.4,9.06,538936.84
3,2258.0,1.5,Suburban,38.9,0,3673.9,6.13,367374.53
4,3028.1,3.0,Urban,47.4,0,5326.6,8.22,643070.28
3,2242.4,2.5,Downtown,33.7,2,5640.8,5.13,573713.64
3,2221.1,2.5,Suburban,44.3,2,11781.8,4.63,434526.77
2,1731.7,1.5,Downtown,15.9,0,4712.2,4.3,426348.68
3,2453.1,3.0,Suburban,42.3,1,10292.7,4.82,461629.05
3,1737.9,3.0,Downtown,16.9,3,8465.9,7.22,548398.96
3,1617.1,2.5,Downtown,44.7,1,12259.2,8.3,463407.69
3,2164.5,2.5,Rural,39.9,0,5502.0,5.97,280941.31
5,2353.5,4.0,Rural,49.2,1,14925.2,8.75,381203.79
2,1630.0,1.0,Urban,41.4,2,5140.8,6.57,329066.31
5,3206.1,3.5,Suburban,19.9,3,9113.7,8.13,622739.42
1,1081.7,1.0,Downtown,5.5,1,9851.1,7.05,309033.43
3,1857.9,2.5,Suburban,43.7,1,8534.4,7.85,375900.65
3,2481.8,2.0,Suburban,28.6,1,13023.8,0.68,481084.1
3,1658.8,3.5,Urban,42.9,2,2581.7,8.74,371013.84
3,2598.4,2.0,Suburban,19.4,2,9361.7,8.92,481930.51
3,2523.4,2.5,Rural,1.4,1,8088.7,8.49,361650.17
3,1611.5,2.0,Urban,2.6,0,6841.0,7.44,372250.89
4,2834.1,3.0,Rural,33.5,1,5847.1,7.98,351397.27
3,2955.3,2.0,Suburban,5.7,1,3140.4,2.22,528601.53
4,2715.7,2.5,Suburban,37.3,0,10099.6,0.95,501954.79
2,1345.8,1.0,Suburban,21.0,3,2648.0,3.25,266157.42
3,2506.6,2.5,Suburban,28.2,1,12610.1,4.7,478861.45
3,1859.4,2.0,Rural,40.1,2,7268.2,3.07,267049.66
3,1365.3,3.0,Downtown,12.7,2,9475.9,8.77,433659.31
3,2423.6,2.0,Suburban,20.6,3,2089.3,9.66,411371.17
3,1309.5,3.0,Suburban,36.5,0,2307.5,7.82,244084.86
2,1600.0,2.0,Rural,45.9,0,4302.6,5.03,202921.03
2,1564.8,2.0,Downtown,14.5,0,11916.4,1.88,474031.68
2,1662.2,1.5,Urban,31.1,2,7801.7,8.78,378701.59
3,2047.2,2.0,Suburban,47.6,1,5352.0,8.5,362176.08
3,2549.0,3.0,Rural,32.4,2,12892.5,2.04,394783.68
5,3157.5,3.5,Suburban,44.6,2,3686.7,0.96,582627.81
4,2223.3,3.0,Downtown,47.0,2,4632.8,9.04,572864.11
2,1403.0,1.5,Urban,46.5,2,11874.2,8.31,306481.9
4,2611.4,2.5,Urban,37.9,1,1378.6,9.38,529748.88
4,2117.5,3.0,Suburban,27.6,0,4084.4,3.9,409556.05
3,2184.7,2.5,Urban,4.8,1,8298.7,6.75,547159.21
3,2262.0,2.0,Downtown,11.1,0,13810.5,8.71,631203.72
5,3073.4,4.0,Rural,12.8,3,4722.3,3.74,474293.93
3,1899.8,1.5,Downtown,1.7,2,3983.3,5.01,531912.55
5,3498.4,3.5,Downtown,5.1,2,14648.8,5.55,1018797.53
2,1820.4,1.5,Suburban,14.7,2,8343.2,0.78,384581.44
2,1586.9,1.5,Downtown,4.5,2,1875.1,8.37,445186.5
3,2056.0,2.5,Suburban,8.5,2,4870.9,9.47,407270.16
3,2224.1,2.5,Suburban,2.7,2,8471.3,4.46,462143.33
4,3030.5,3.0,Suburban,20.8,0,2007.8,6.31,541372.08
6,3746.2,4.5,Downtown,41.1,2,10695.7,5.65,1041745.63
3,1808.3,2.5,Downtown,40.6,2,8314.8,3.81,506643.66
1,875.9,1.0,Urban,45.2,2,10936.1,1.28,198752.07
4,2915.0,3.0,Urban,37.3,0,5784.4,5.44,622527.95
3,2657.1,2.0,Suburban,12.2,1,6879.5,2.82,499896.87
2,1271.1,1.5,Suburban,35.1,2,13993.9,6.7,255400.28
3,2643.2,3.0,Downtown,37.7,3,3949.6,5.6,670889.07
4,2693.1,3.5,Urban,27.2,2,1553.2,6.11,590012.16
4,2827.1,2.5,Rural,40.4,2,14751.0,6.22,407468.69
3,2705.3,2.0,Suburban,3.6,3,1103.8,8.91,516149.51
3,2366.0,2.0,Urban,29.7,1,13435.5,1.9,569719.78
5,2872.3,4.0,Suburban,24.0,0,12563.6,8.15,577888.86
3,1936.8,2.5,Downtown,40.3,1,7826.8,9.57,517134.76
3,2477.1,2.5,Suburban,6.4,2,10874.8,7.35,501574.73
3,2237.8,3.0,Suburban,10.6,1,2471.1,1.82,434329.67
4,2476.9,3.0,Urban,27.9,0,11691.3,8.58,543607.31
2,1563.0,1.5,Urban,47.4,2,11972.6,8.02,344112.91
2,1729.6,1.5,Rural,4.2,1,1718.8,8.7,218491.73
3,2475.8,2.5,Suburban,37.2,2,7961.4,5.12,480974.85
3,2209.8,2.5,Suburban,10.3,0,14274.1,8.29,428904.61
3,2990.4,2.0,Suburban,5.3,3,14316.0,1.96,630853.04
2,1859.6,1.5,Suburban,19.7,2,14783.2,5.98,382817.38
3,1991.5,2.0,Suburban,29.2,2,10193.3,5.74,374878.37
3,2053.0,2.5,Urban,41.4,2,2975.6,9.02,405819.77
1,854.0,1.0,Downtown,31.7,2,6780.5,8.7,215077.67
2,1664.7,2.0,Rural,24.6,0,11177.1,7.3,222424.91
5,3262.9,4.0,Urban,14.3,2,4973.7,2.16,756557.92
4,3481.6,3.5,Urban,14.6,2,12342.0,8.16,848146.34
2,1930.7,1.0,Rural,38.5,0,13059.1,6.34,261587.45
4,2894.8,3.0,Suburban,5.7,2,11689.7,8.26,572796.5
3,1971.0,2.5,Downtown,7.3,2,5789.4,9.41,529023.82
5,3068.2,3.5,Urban,36.0,2,11380.6,4.78,748485.08
3,2495.6,2.0,Rural,48.1,1,2012.0,7.57,279889.17
3,2096.2,3.0,Downtown,6.0,2,5693.1,9.74,598054.03
2,2112.6,1.5,Downtown,30.5,3,11718.4,2.53,583976.55
3,2067.0,1.5,Downtown,12.0,2,12127.5,8.55,574940.63
5,3205.3,4.0,Suburban,1.3,1,5462.9,1.85,639851.24
3,2291.9,2.0,Rural,41.6,3,14444.4,0.66,319048.96
3,2135.7,3.0,Downtown,25.4,1,4825.9,8.55,564727.59
2,1566.6,1.5,Urban,1.2,1,10240.1,9.62,418864.38
4,3095.7,3.0,Rural,44.8,3,13305.5,0.81,439774.89
3,2015.5,2.0,Urban,26.8,2,8719.6,8.52,448058.49
3,2412.8,2.0,Downtown,36.9,2,6774.9,7.14,615033.01
5,3222.6,4.5,Urban,21.2,0,3959.7,7.15,699113.94
1,951.7,1.0,Rural,9.2,1,3750.2,4.87,122600.58
3,1774.9,1.5,Downtown,23.3,0,3224.9,4.46,439809.94
5,2751.6,3.5,Downtown,14.4,2,7202.3,4.04,786904.07
3,2485.5,2.0,Rural,14.8,1,8670.9,4.13,363140.42
3,1887.8,2.0,Suburban,32.2,0,12746.7,9.4,359648.51
3,2600.5,1.5,Suburban,4.7,1,4042.9,8.25,467702.82
4,3015.5,3.0,Rural,19.9,2,11572.9,3.48,440998.44
2,1104.3,1.0,Urban,27.3,1,10717.5,7.54,251122.18
5,2934.6,4.0,Suburban,35.5,3,9883.3,6.74,598139.45
4,3072.1,3.0,Suburban,31.6,1,5750.9,8.54,555015.55
2,1411.9,1.5,Downtown,44.3,2,5451.9,1.37,378466.13
4,2501.6,2.0,Suburban,49.6,2,11625.1,7.15,471769.24
3,2274.6,2.5,Suburban,46.9,2,4843.5,2.83,403977.56
3,2077.7,2.5,Suburban,38.2,1,5616.1,2.8,391140.53
4,2228.2,3.0,Rural,34.3,2,14512.7,7.2,359182.44
5,2998.3,3.5,Downtown,1.8,0,14978.5,9.0,862391.96
2,1751.8,2.0,Suburban,26.7,2,1024.0,5.4,318841.24
3,2445.8,2.0,Urban,33.2,2,10614.7,4.92,550187.28
3,1589.3,2.0,Urban,20.6,1,8497.0,8.24,384710.83
3,2135.7,2.5,Suburban,19.2,2,7442.4,0.74,452005.22
3,2188.6,3.0,Suburban,27.1,2,4859.2,7.22,433466.48
2,1762.7,1.5,Rural,45.3,1,8100.1,1.03,219189.87
3,1921.3,2.0,Suburban,13.0,1,7392.1,2.82,369954.19
3,1733.5,2.0,Urban,20.0,2,6618.4,6.84,442025.18
2,1411.3,2.0,Rural,32.7,2,12897.4,4.11,252398.98
4,2218.4,3.5,Downtown,9.3,1,4789.0,3.3,661418.0
4,2095.2,2.5,Rural,41.7,1,9364.7,5.29,296972.16
3,1811.4,2.5,Urban,33.3,0,13099.0,8.57,418915.01
3,2313.1,1.5,Suburban,17.6,0,14706.0,4.55,433149.61
3,2463.3,2.5,Suburban,36.1,0,9438.5,5.56,446595.37
3,2213.9,2.5,Rural,14.0,3,8280.5,2.0,347297.28
2,1424.6,1.0,Downtown,38.7,0,12767.2,4.72,356425.85
4,2800.0,3.5,Suburban,3.5,1,3638.3,0.66,546412.89
1,678.3,1.0,Urban,21.3,3,9820.2,8.46,203498.75
2,1500.2,1.5,Urban,13.1,3,1898.5,2.46,365841.32
1,732.2,1.0,Downtown,40.8,0,10240.3,9.24,164132.56
2,996.2,1.5,Downtown,37.6,2,12141.3,3.9,279892.81
2,1521.9,1.5,Urban,42.1,2,1882.2,8.44,268606.35
6,4680.0,4.0,Suburban,32.6,0,12877.9,4.2,854825.46
3,1671.8,2.5,Downtown,39.8,2,2727.0,1.95,457408.22
2,1842.7,1.5,Downtown,21.9,3,3461.7,5.29,469949.41
2,1637.1,1.5,Suburban,33.9,1,12709.6,2.98,301954.65
5,3229.8,3.5,Suburban,1.6,1,2745.8,3.57,643621.31
3,1556.0,3.0,Rural,44.0,2,10434.0,3.5,243625.16
3,1794.4,2.5,Downtown,34.2,2,5127.4,3.79,494319.85
4,2855.2,3.0,Rural,43.3,2,4477.1,5.23,372795.3
3,2297.7,2.5,Rural,38.5,0,10102.2,1.71,319858.47
3,1960.9,2.5,Suburban,14.3,2,2494.7,2.95,410393.57
2,1731.2,1.0,Downtown,13.6,2,9044.7,6.51,486028.51
3,2487.5,2.0,Rural,40.0,0,13943.3,7.68,322728.61
3,1994.5,3.0,Downtown,9.2,0,12919.7,2.82,601645.43
3,2127.4,3.0,Suburban,5.5,2,12915.6,2.99,489475.26
3,2877.7,2.5,Suburban,0.8,2,5240.9,5.04,555826.88
3,1577.4,2.0,Urban,14.9,3,10818.0,9.82,422070.6
2,1402.8,1.5,Suburban,5.0,1,11921.5,5.73,326611.03
2,1379.0,1.0,Suburban,40.1,2,13619.7,8.23,264812.59
3,2299.0,2.0,Rural,24.2,2,4697.9,9.23,302335.26
5,4093.0,3.5,Rural,12.6,2,11652.0,6.55,613216.14
3,2122.5,2.0,Suburban,30.1,2,4251.8,5.43,375948.48
3,2463.4,2.5,Suburban,3.5,2,1389.1,7.76,464413.93
3,2944.9,2.0,Urban,36.3,0,7745.7,3.53,599787.58
2,1371.7,1.5,Urban,25.1,2,11722.5,9.74,313397.97
2,1818.6,2.0,Suburban,0.3,1,4001.2,5.02,353427.42
3,1804.3,2.0,Suburban,16.0,1,1680.3,9.32,326844.56
